Yield_Bags_Per_Acre,Soil_Type=Clay,Soil_Type=Loam,Soil_Type=Peat,Soil_Type=Sandy,Soil_Type=Silt,pH=acidic,pH=alkaline,pH=base,Seed_Variety=Drought-Resistant,Seed_Variety=Early-Maturing,Seed_Variety=Hybrid A,Seed_Variety=Hybrid B,Seed_Variety=Open-Pollinated,Rainfall_mm,Temperature_C,Humidity_%,Planting_Date=April,Planting_Date=June,Planting_Date=March,Planting_Date=May,Fertilizer_Type=Compost,Fertilizer_Type=DAP,Fertilizer_Type=NPK,Fertilizer_Type=Organic,Fertilizer_Type=Urea
10,0,1,0,0,0,0,1,0,0,0,0,1,0,686.41,0.997475,54.27,0,0,0,1,1,0,0,0,0
27,0,1,0,0,0,0,1,0,0,1,0,0,0,781,0.976431,56.24,0,0,0,1,0,1,0,0,0
17,0,0,0,0,1,0,1,0,0,1,0,0,0,1009.76,0.990741,56.9,0,1,0,0,0,0,0,1,0
35,0,0,0,0,1,0,1,0,1,0,0,0,0,469.8,0.988215,54.72,1,0,0,0,0,0,0,0,1
28,0,0,1,0,0,0,1,0,0,0,0,1,0,1187.23,0.683502,68.34,0,1,0,0,1,0,0,0,0
19,0,0,1,0,0,0,0,1,0,0,1,0,0,1067.28,0.723906,51.51,0,0,1,0,0,1,0,0,0
19,1,0,0,0,0,0,1,0,0,0,1,0,0,463.63,0.839226,75.76,0,1,0,0,0,1,0,0,0
35,0,0,0,0,1,0,0,1,0,0,1,0,0,1072.17,0.0378788,55.99,0,0,0,1,0,0,0,1,0
25,0,0,0,1,0,0,1,0,0,1,0,0,0,920.34,0.268519,58.94,0,1,0,0,0,0,1,0,0
27,0,0,1,0,0,0,0,1,0,0,1,0,0,677.93,0.739057,82.59,0,0,0,1,1,0,0,0,0
13,0,0,0,1,0,0,1,0,0,0,1,0,0,962.13,0.307239,73.6,0,0,0,1,1,0,0,0,0
16,0,0,0,0,1,0,1,0,0,0,0,1,0,637.44,0.361953,64.06,0,0,0,1,1,0,0,0,0
17,0,1,0,0,0,1,0,0,0,0,0,1,0,1113.77,0.982323,84.97,0,0,1,0,0,0,0,1,0
10,0,1,0,0,0,0,0,1,0,0,1,0,0,584.05,0.453704,80,0,1,0,0,1,0,0,0,0
22,0,0,1,0,0,0,0,1,0,0,0,0,1,1053.56,0.416667,64.81,1,0,0,0,1,0,0,0,0
10,0,1,0,0,0,0,1,0,0,0,1,0,0,514.7,0.902357,86.53,1,0,0,0,0,1,0,0,0
31,0,0,0,0,1,1,0,0,0,0,0,0,1,985.25,0.818182,84.33,0,1,0,0,0,1,0,0,0
22,0,0,1,0,0,0,0,1,0,0,0,0,1,1037.71,0.367845,65.76,1,0,0,0,1,0,0,0,0
17,0,1,0,0,0,1,0,0,0,0,0,0,1,1197.05,0.281987,88.63,0,0,0,1,0,0,0,0,1
10,0,1,0,0,0,0,0,1,0,1,0,0,0,640.91,0.940236,75.47,0,0,1,0,0,0,0,0,1
13,0,0,0,1,0,0,1,0,0,1,0,0,0,801.06,0.159933,59.39,1,0,0,0,0,0,1,0,0
31,0,0,0,0,1,1,0,0,0,0,0,0,1,647.62,0.257576,86.32,0,1,0,0,0,0,1,0,0
23,0,0,0,0,1,0,0,1,0,1,0,0,0,1197.05,0.736532,51.28,0,0,0,1,0,0,1,0,0
21,0,0,0,0,1,0,1,0,0,0,1,0,0,1012.37,0.667508,65.28,0,0,1,0,0,0,0,0,1
13,0,0,0,0,1,0,1,0,1,0,0,0,0,1151.63,0.84596,56.88,0,0,0,1,0,0,1,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0,1,866.23,0.516835,73.69,1,0,0,0,0,0,0,1,0
25,0,0,1,0,0,0,1,0,0,0,1,0,0,1014.76,0.723906,68.74,0,1,0,0,0,0,0,0,1
25,0,0,0,1,0,0,1,0,1,0,0,0,0,1172.93,0.313131,85.04,0,1,0,0,0,1,0,0,0
25,1,0,0,0,0,0,1,0,0,1,0,0,0,519.87,0.213805,65.24,0,1,0,0,0,0,1,0,0
21,0,0,0,0,1,0,1,0,0,0,0,0,1,898.16,0.18771,50.15,0,0,1,0,1,0,0,0,0
13,1,0,0,0,0,1,0,0,0,0,0,1,0,1089.85,0.541246,81.83,0,0,1,0,0,0,0,0,1
25,0,0,0,0,1,0,1,0,1,0,0,0,0,973.83,0.322391,89.06,0,0,0,1,0,1,0,0,0
31,1,0,0,0,0,0,0,1,0,0,1,0,0,506.84,0.0698653,72.39,1,0,0,0,0,0,0,0,1
14,0,0,0,1,0,0,1,0,0,1,0,0,0,773.4,0.300505,83.94,0,0,0,1,0,0,1,0,0
11,0,1,0,0,0,0,1,0,0,0,0,1,0,856.74,0.719697,72.18,0,0,0,1,0,0,0,0,1
13,1,0,0,0,0,0,0,1,0,0,1,0,0,731.66,0.31229,57.01,0,1,0,0,0,1,0,0,0
30,1,0,0,0,0,1,0,0,0,0,0,1,0,600.41,0.159933,55.95,1,0,0,0,1,0,0,0,0
16,0,1,0,0,0,0,1,0,1,0,0,0,0,751.57,0.194444,74.58,1,0,0,0,1,0,0,0,0
20,0,0,0,1,0,0,0,1,0,0,0,0,1,793.04,0.276094,75.39,0,1,0,0,0,0,1,0,0
12,0,0,0,1,0,0,1,0,0,1,0,0,0,763.58,0.286195,83.34,0,0,0,1,0,0,1,0,0
21,0,0,1,0,0,0,1,0,0,0,1,0,0,659.11,0.69697,80.86,0,0,1,0,1,0,0,0,0
30,0,0,0,0,1,0,1,0,0,0,0,1,0,634.38,0.0664983,86,0,1,0,0,0,0,1,0,0
10,0,1,0,0,0,0,0,1,0,0,1,0,0,639.98,0.449495,78.08,0,1,0,0,1,0,0,0,0
24,1,0,0,0,0,0,1,0,1,0,0,0,0,501.17,0.151515,66.56,0,1,0,0,0,0,0,1,0
14,1,0,0,0,0,0,1,0,0,0,0,1,0,790.22,0.9133,85.09,0,0,0,1,0,0,1,0,0
22,0,0,0,0,1,0,0,1,0,0,1,0,0,454.92,0,78.15,1,0,0,0,0,0,1,0,0
23,0,1,0,0,0,0,1,0,0,1,0,0,0,985.19,0.359428,69.72,0,0,1,0,1,0,0,0,0
31,0,0,0,1,0,0,1,0,1,0,0,0,0,585.23,0.444444,84.94,0,0,1,0,0,1,0,0,0
12,0,0,0,1,0,0,1,0,0,1,0,0,0,796.05,0.161616,63.16,1,0,0,0,0,0,1,0,0
26,0,1,0,0,0,0,0,1,0,0,0,1,0,1115.42,0.0462963,56.2,0,0,0,1,1,0,0,0,0
12,0,0,0,1,0,0,1,0,0,1,0,0,0,817.82,0.291246,85.17,0,0,0,1,0,0,1,0,0
29,0,1,0,0,0,0,1,0,0,0,0,1,0,1069.6,0.917508,53.21,1,0,0,0,0,1,0,0,0
16,0,0,1,0,0,0,1,0,0,1,0,0,0,1022.5,0.843434,52.13,0,1,0,0,0,0,0,0,1
11,1,0,0,0,0,0,1,0,0,0,1,0,0,994.61,0,85.1,0,0,1,0,0,0,0,1,0
27,0,0,0,0,1,0,1,0,1,0,0,0,0,1032.85,0.495791,69.25,0,1,0,0,0,0,0,0,1
15,0,0,0,1,0,0,1,0,0,0,1,0,0,949.14,0.367003,75.25,0,0,0,1,1,0,0,0,0
13,1,0,0,0,0,0,0,1,0,0,1,0,0,794.91,0.325758,57.22,0,1,0,0,0,1,0,0,0
20,0,0,0,1,0,0,1,0,1,0,0,0,0,424.85,0.740741,55.89,0,1,0,0,0,0,1,0,0
15,0,0,0,0,1,0,1,0,0,0,0,1,0,1190.58,0.0488215,86.68,0,0,1,0,1,0,0,0,0
16,0,1,0,0,0,0,1,0,1,0,0,0,0,733.52,0.252525,74.85,1,0,0,0,1,0,0,0,0
31,0,0,1,0,0,0,1,0,1,0,0,0,0,411.97,0.423401,67.6,0,0,0,1,0,0,0,1,0
15,0,0,1,0,0,0,1,0,0,0,0,1,0,1172.15,0.722222,58.32,0,1,0,0,0,0,0,1,0
35,0,0,1,0,0,0,0,1,0,0,0,0,1,537.11,0.113636,59.99,1,0,0,0,0,1,0,0,0
18,0,0,0,0,1,0,1,0,0,0,0,0,1,410.3,0.482323,74.13,1,0,0,0,1,0,0,0,0
35,0,0,0,1,0,0,1,0,0,1,0,0,0,778.05,0.93266,85.06,0,0,0,1,0,0,0,0,1
32,0,0,0,1,0,1,0,0,0,0,0,0,1,773.78,0.673401,82.79,0,0,0,1,0,0,0,1,0
30,0,0,0,0,1,1,0,0,0,0,0,0,1,985.67,0.807239,83.24,0,1,0,0,0,1,0,0,0
31,1,0,0,0,0,0,0,1,0,0,1,0,0,488.17,0.0555556,72.89,1,0,0,0,0,0,0,0,1
10,1,0,0,0,0,0,1,0,0,0,1,0,0,1010.74,0.0589226,84.25,0,0,1,0,0,0,0,1,0
26,0,1,0,0,0,0,0,1,0,0,0,1,0,1118.55,0.914983,87.9,0,0,0,1,0,0,0,1,0
12,0,0,0,1,0,0,1,0,0,1,0,0,0,775.22,0.294613,83.67,0,0,0,1,0,0,1,0,0
25,0,0,0,1,0,0,1,0,0,1,0,0,0,943.9,0.306397,56.92,0,1,0,0,0,0,1,0,0
19,0,0,0,0,1,0,1,0,0,0,1,0,0,1006.83,0.19697,85.15,0,0,0,1,1,0,0,0,0
26,0,0,0,0,1,0,1,0,1,0,0,0,0,1024.3,0.459596,68.83,0,1,0,0,0,0,0,0,1
28,0,0,1,0,0,0,1,0,0,0,0,1,0,583.37,0.495791,83.49,0,1,0,0,1,0,0,0,0
27,0,0,1,0,0,0,0,1,0,0,1,0,0,690.75,0.698653,81.05,0,0,0,1,1,0,0,0,0
34,0,0,0,0,1,0,0,1,1,0,0,0,0,695.47,0.0664983,55.02,0,0,1,0,1,0,0,0,0
19,0,0,0,1,0,1,0,0,0,1,0,0,0,502.04,0.0749158,71.44,0,0,0,1,0,1,0,0,0
23,1,0,0,0,0,0,1,0,1,0,0,0,0,477.58,0.538721,78.64,0,0,0,1,1,0,0,0,0
10,0,1,0,0,0,0,1,0,0,0,0,1,0,666.83,0.535354,79.29,0,1,0,0,0,0,1,0,0
22,0,0,0,0,1,0,1,0,0,1,0,0,0,1185.78,0.742424,52.66,0,0,0,1,0,0,1,0,0
31,0,0,0,0,1,0,1,0,0,0,1,0,0,1145.04,0.73569,68.38,1,0,0,0,0,0,1,0,0
32,0,0,0,1,0,1,0,0,0,0,1,0,0,616.01,0.0580808,59.44,0,1,0,0,0,1,0,0,0
35,0,0,1,0,0,0,0,1,0,0,0,0,1,547.97,0.111953,60.69,1,0,0,0,0,1,0,0,0
28,0,0,0,1,0,0,0,1,0,0,1,0,0,493.92,0.872054,71.56,0,0,1,0,0,1,0,0,0
11,0,1,0,0,0,0,1,0,0,0,1,0,0,647.08,0.760101,56.97,1,0,0,0,0,0,0,1,0
16,0,0,0,0,1,0,1,0,0,0,0,1,0,1180.18,0.0319865,82.84,0,0,1,0,1,0,0,0,0
24,0,0,1,0,0,0,1,0,0,0,0,1,0,1136.1,0.888047,70.41,1,0,0,0,0,0,1,0,0
11,0,0,0,0,1,0,1,0,1,0,0,0,0,1130.54,0.888889,82.24,1,0,0,0,0,0,1,0,0
11,1,0,0,0,0,0,1,0,0,0,0,1,0,518.32,0.544613,50.15,0,0,1,0,0,0,0,1,0
15,0,1,0,0,0,0,0,1,0,0,0,1,0,1145.8,0.212963,85.79,0,0,0,1,0,0,1,0,0
25,0,0,1,0,0,0,0,1,0,0,1,0,0,743.85,0.750842,79.32,0,0,0,1,1,0,0,0,0
35,0,0,0,1,0,1,0,0,1,0,0,0,0,639.5,0.285354,78.2,0,0,0,1,0,0,0,1,0
23,0,0,1,0,0,0,1,0,1,0,0,0,0,890.97,0.276936,54.26,0,0,1,0,0,0,1,0,0
23,0,0,1,0,0,0,1,0,1,0,0,0,0,626.35,0.728956,66.98,0,0,0,1,0,1,0,0,0
16,0,1,0,0,0,1,0,0,0,0,0,0,1,1193.67,0.299663,86.61,0,0,0,1,0,0,0,0,1
26,1,0,0,0,0,0,0,1,0,0,0,0,1,754.72,0.631313,66.25,0,0,0,1,1,0,0,0,0
16,1,0,0,0,0,0,0,1,0,0,1,0,0,1108.98,0.685185,76.82,1,0,0,0,1,0,0,0,0
33,0,1,0,0,0,0,1,0,0,0,0,0,1,484.32,0.404882,57.81,0,0,1,0,0,0,1,0,0
25,0,0,1,0,0,0,1,0,1,0,0,0,0,587.84,0.295455,76.14,1,0,0,0,0,1,0,0,0
30,0,0,1,0,0,0,1,0,0,0,1,0,0,676.59,0.419192,84.13,0,0,1,0,1,0,0,0,0
27,0,1,0,0,0,1,0,0,0,0,0,0,1,619.38,0.0664983,60.53,0,0,0,1,0,0,1,0,0
16,0,0,0,0,1,1,0,0,1,0,0,0,0,510.55,0.771044,80.62,0,0,1,0,0,1,0,0,0
32,0,0,0,1,0,0,1,0,1,0,0,0,0,516.18,0.957912,67.12,1,0,0,0,0,0,1,0,0
18,0,0,0,0,1,1,0,0,1,0,0,0,0,527.38,0.724747,82.06,0,0,1,0,0,1,0,0,0
12,0,0,1,0,0,1,0,0,0,0,1,0,0,878.87,0.643098,80.59,0,0,1,0,0,0,0,0,1
12,0,0,0,0,1,0,1,0,0,0,1,0,0,801.11,0.223064,58.34,0,1,0,0,0,0,0,0,1
20,0,0,1,0,0,0,0,1,0,1,0,0,0,439.21,0.582492,66.34,0,1,0,0,0,1,0,0,0
25,0,0,0,1,0,0,1,0,1,0,0,0,0,1197.05,0.294613,83.41,0,1,0,0,0,1,0,0,0
27,0,0,1,0,0,0,1,0,1,0,0,0,0,403.48,0.477273,53.56,0,0,0,1,1,0,0,0,0
17,0,0,1,0,0,0,1,0,0,1,0,0,0,711.16,0.76936,51.29,0,0,1,0,0,0,0,0,1
26,0,0,1,0,0,1,0,0,0,0,1,0,0,858.77,0.856061,64.48,0,1,0,0,0,0,0,1,0
13,0,0,1,0,0,1,0,0,1,0,0,0,0,857.55,0.288721,81.34,0,0,0,1,0,1,0,0,0
25,0,0,0,0,1,0,1,0,1,0,0,0,0,998.39,0.504209,68.92,0,1,0,0,0,0,0,0,1
21,0,0,0,0,1,0,1,0,0,0,1,0,0,944.96,0.705387,65.19,0,0,1,0,0,0,0,0,1
34,1,0,0,0,0,1,0,0,0,1,0,0,0,847.35,0.79798,77.64,0,1,0,0,0,0,1,0,0
10,0,1,0,0,0,0,0,1,0,1,0,0,0,1026.98,0.260943,63.48,0,1,0,0,0,0,1,0,0
10,1,0,0,0,0,0,1,0,0,1,0,0,0,502.51,0.301347,72.96,0,1,0,0,1,0,0,0,0
31,0,0,0,0,1,0,1,0,0,1,0,0,0,554.47,0.44697,61.25,0,0,1,0,0,1,0,0,0
22,0,0,1,0,0,0,1,0,0,0,0,1,0,514.34,0.843434,52.39,0,0,1,0,0,0,1,0,0
11,0,0,1,0,0,1,0,0,0,0,1,0,0,841.4,0.628788,79.65,0,0,1,0,0,0,0,0,1
13,0,1,0,0,0,0,1,0,0,0,0,1,0,964.97,0.135522,87.72,0,0,1,0,1,0,0,0,0
24,0,0,1,0,0,0,0,1,1,0,0,0,0,926.11,1,84.36,0,1,0,0,0,0,0,0,1
16,0,1,0,0,0,0,0,1,1,0,0,0,0,929,0.36532,78.1,1,0,0,0,0,0,0,0,1
24,0,0,0,0,1,0,1,0,0,0,1,0,0,990.29,0.542929,68.42,1,0,0,0,0,0,1,0,0
10,0,0,0,0,1,0,1,0,1,0,0,0,0,1136.75,0.900673,81.02,1,0,0,0,0,0,1,0,0
24,0,0,0,0,1,0,0,1,0,0,0,1,0,811.6,0.240741,64.35,0,1,0,0,0,0,0,0,1
13,0,0,1,0,0,1,0,0,0,0,1,0,0,850.35,0.65404,80.91,0,0,1,0,0,0,0,0,1
16,0,1,0,0,0,0,0,1,0,0,0,1,0,1188.92,0.222222,84.88,0,0,0,1,0,0,1,0,0
25,0,0,1,0,0,1,0,0,0,1,0,0,0,1157.11,0.532828,74.51,0,0,1,0,1,0,0,0,0
12,0,0,0,0,1,0,0,1,1,0,0,0,0,1002.48,0.745791,74.62,0,1,0,0,0,0,0,1,0
18,0,1,0,0,0,1,0,0,0,0,0,1,0,892.19,0.543771,60.6,1,0,0,0,0,0,0,1,0
13,1,0,0,0,0,0,0,1,0,0,1,0,0,734.3,0.357744,58.56,0,1,0,0,0,1,0,0,0
11,1,0,0,0,0,0,1,0,0,0,1,0,0,839.26,0.441919,73.57,0,0,0,1,0,1,0,0,0
19,1,0,0,0,0,0,0,1,0,0,1,0,0,1040.74,0.701178,61.45,1,0,0,0,0,0,0,0,1
29,0,0,0,0,1,0,0,1,0,0,0,1,0,1197.05,0.975589,74.01,1,0,0,0,0,1,0,0,0
15,1,0,0,0,0,0,0,1,0,0,1,0,0,739.27,0,74.33,0,1,0,0,1,0,0,0,0
29,0,0,1,0,0,0,1,0,0,0,0,1,0,598.02,0.548822,86.91,0,1,0,0,1,0,0,0,0
20,0,0,1,0,0,0,0,1,0,0,1,0,0,1093.37,0.772727,51.35,0,0,1,0,0,1,0,0,0
28,0,0,0,1,0,0,1,0,0,0,1,0,0,460.39,0.894781,50.78,0,0,0,1,1,0,0,0,0
35,0,0,1,0,0,0,1,0,0,0,0,0,1,982.69,0.335017,65.98,0,0,0,1,0,0,0,1,0
10,0,0,0,0,1,0,1,0,0,0,1,0,0,412.43,0.439394,63.82,0,0,0,1,0,0,1,0,0
10,0,0,1,0,0,0,0,1,0,1,0,0,0,819.78,0.621212,57.86,0,0,1,0,1,0,0,0,0
15,0,0,0,1,0,1,0,0,0,0,0,1,0,882.44,0.830808,58.64,0,0,1,0,0,0,0,1,0
28,1,0,0,0,0,1,0,0,0,0,0,0,1,1042.13,0.784512,75.01,0,1,0,0,0,0,0,0,1
35,0,1,0,0,0,0,1,0,0,0,0,1,0,1014.62,0.047138,82.46,0,1,0,0,0,0,0,1,0
14,0,0,0,1,0,0,1,0,0,1,0,0,0,869.09,0.219697,53.38,0,0,0,1,0,1,0,0,0
30,0,0,1,0,0,0,1,0,0,0,1,0,0,619.13,0.455387,83.34,0,0,1,0,1,0,0,0,0
14,0,0,0,1,0,0,1,0,0,1,0,0,0,837.43,0.281987,52.56,0,0,0,1,0,1,0,0,0
19,0,0,0,1,0,0,1,0,1,0,0,0,0,454.55,0.756734,54.17,0,1,0,0,0,0,1,0,0
13,1,0,0,0,0,0,0,1,0,0,1,0,0,790.5,0.271044,59.68,0,1,0,0,0,1,0,0,0
16,1,0,0,0,0,0,1,0,0,1,0,0,0,567.39,0.517677,64.35,0,0,1,0,0,0,0,1,0
13,0,1,0,0,0,1,0,0,0,0,0,1,0,868.38,0.665825,82.15,1,0,0,0,0,0,0,1,0
26,0,0,0,1,0,0,1,0,0,0,1,0,0,455.04,0.594276,58.2,0,0,1,0,0,1,0,0,0
19,0,0,1,0,0,0,0,1,0,0,1,0,0,1072.91,0.779461,52.57,0,0,1,0,0,1,0,0,0
32,0,0,1,0,0,0,1,0,1,0,0,0,0,439.87,0.39899,70.02,0,0,0,1,0,0,0,1,0
31,0,0,1,0,0,1,0,0,0,0,1,0,0,1197.05,0.367845,71.57,1,0,0,0,0,1,0,0,0
27,0,0,0,1,0,1,0,0,0,0,0,1,0,1061.47,0.178451,54.72,1,0,0,0,0,0,0,0,1
27,0,0,1,0,0,0,1,0,0,0,1,0,0,787.74,0.47138,54.74,0,1,0,0,0,1,0,0,0
20,0,1,0,0,0,0,1,0,0,0,1,0,0,1032.89,0.904882,82.68,0,0,0,1,0,0,1,0,0
12,0,1,0,0,0,0,1,0,0,0,0,1,0,956.43,0.478114,76.55,0,0,1,0,0,0,0,0,1
22,0,0,1,0,0,0,0,1,0,0,0,1,0,795.4,0.792929,56.6,0,1,0,0,0,0,0,1,0
29,1,0,0,0,0,0,0,1,0,0,1,0,0,523.28,0.00841751,70.35,1,0,0,0,0,0,0,0,1
35,0,0,0,0,1,0,1,0,1,0,0,0,0,1001.12,0.975589,59.41,0,1,0,0,1,0,0,0,0
11,1,0,0,0,0,0,1,0,0,1,0,0,0,466.66,0.270202,73.26,0,1,0,0,1,0,0,0,0
30,0,0,0,1,0,1,0,0,0,1,0,0,0,786.81,0.902357,69.58,1,0,0,0,1,0,0,0,0
20,0,0,1,0,0,0,0,1,0,0,1,0,0,1107.14,0.777778,51.96,0,0,1,0,0,1,0,0,0
35,0,0,0,0,1,0,1,0,0,0,0,0,1,488.37,0.62963,52.28,1,0,0,0,0,0,1,0,0
21,0,0,0,0,1,0,0,1,0,0,1,0,0,403.48,0,75.1,1,0,0,0,0,0,1,0,0
17,0,1,0,0,0,1,0,0,0,0,0,0,1,1197.05,0.285354,87.09,0,0,0,1,0,0,0,0,1
32,0,0,0,0,1,1,0,0,0,0,1,0,0,883.91,0.016835,65.5,1,0,0,0,1,0,0,0,0
15,1,0,0,0,0,0,1,0,0,0,0,1,0,796.14,0.919192,82.93,0,0,0,1,0,0,1,0,0
30,1,0,0,0,0,0,1,0,0,0,0,0,1,1023.67,0.760101,85.38,0,1,0,0,0,0,0,0,1
17,0,0,0,0,1,1,0,0,0,0,0,0,1,1074.92,0.0749158,57.53,1,0,0,0,0,0,1,0,0
25,0,0,0,1,0,0,1,0,0,0,1,0,0,403.48,0.606061,58.4,0,0,1,0,0,1,0,0,0
16,1,0,0,0,0,0,1,0,0,1,0,0,0,473.14,0.291246,87.13,0,1,0,0,1,0,0,0,0
11,0,1,0,0,0,0,1,0,0,0,0,1,0,949.32,0.218855,89.62,0,0,1,0,1,0,0,0,0
10,0,1,0,0,0,0,0,1,0,1,0,0,0,672.1,0.95202,76.97,0,0,1,0,0,0,0,0,1
20,1,0,0,0,0,0,1,0,1,0,0,0,0,975.74,0.337542,50.15,0,0,0,1,0,0,1,0,0
21,1,0,0,0,0,0,0,1,0,0,1,0,0,821.53,0.323232,84.67,0,0,0,1,0,1,0,0,0
17,0,0,1,0,0,0,1,0,0,1,0,0,0,1031.71,0.799663,52.3,0,1,0,0,0,0,0,0,1
31,0,0,0,1,0,1,0,0,0,1,0,0,0,825.87,0.930135,85.24,0,1,0,0,0,0,0,1,0
12,0,1,0,0,0,0,1,0,0,0,0,1,0,970.61,0.429293,76.75,0,0,1,0,0,0,0,0,1
35,0,0,0,1,0,1,0,0,0,0,1,0,0,638.98,0.111111,58.61,0,1,0,0,0,1,0,0,0
21,0,0,1,0,0,0,0,1,0,1,0,0,0,451.76,0.593434,69.44,0,1,0,0,0,1,0,0,0
16,0,1,0,0,0,1,0,0,0,0,0,0,1,1197.05,0.314815,89.42,0,0,0,1,0,0,0,0,1
30,1,0,0,0,0,1,0,0,0,0,0,0,1,1036.58,0.790404,72.09,0,1,0,0,0,0,0,0,1
25,0,1,0,0,0,1,0,0,0,0,1,0,0,845.15,0.780303,72.87,0,0,1,0,0,0,1,0,0
16,0,1,0,0,0,0,1,0,1,0,0,0,0,770.65,0.198653,75.13,1,0,0,0,1,0,0,0,0
25,0,1,0,0,0,1,0,0,0,1,0,0,0,766.72,0.222222,87.9,0,0,1,0,0,1,0,0,0
10,1,0,0,0,0,0,1,0,0,0,1,0,0,869.77,0.349327,70.58,0,0,0,1,0,1,0,0,0
15,0,0,1,0,0,0,1,0,0,0,0,0,1,692.11,1,55.31,0,1,0,0,0,0,0,0,1
28,1,0,0,0,0,0,0,1,0,0,1,0,0,548.95,0.040404,74.6,1,0,0,0,0,0,0,0,1
20,0,0,0,1,0,0,1,0,1,0,0,0,0,427.9,0.76431,56.97,0,1,0,0,0,0,1,0,0
30,1,0,0,0,0,0,1,0,0,0,0,0,1,1001,0.912458,64.16,0,0,1,0,1,0,0,0,0
28,0,0,1,0,0,0,1,0,1,0,0,0,0,544.22,0.246633,61.58,0,0,0,1,0,1,0,0,0
30,0,0,0,0,1,0,1,0,0,1,0,0,0,453.74,0.48569,80.08,0,0,1,0,0,0,0,1,0
10,1,0,0,0,0,0,0,1,0,0,1,0,0,825.65,0.333333,73.94,0,1,0,0,0,1,0,0,0
19,0,0,0,0,1,1,0,0,0,1,0,0,0,818.24,0.816498,82.18,0,0,1,0,1,0,0,0,0
10,1,0,0,0,0,0,1,0,0,0,0,0,1,1094.16,0.0521886,57.63,0,0,0,1,0,1,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,1,0,1090.17,0.541246,77.79,0,0,0,1,0,0,1,0,0
15,0,0,0,0,1,0,1,0,0,0,0,1,0,1170.1,0.0521886,85.83,0,0,1,0,1,0,0,0,0
31,0,0,1,0,0,1,0,0,0,0,1,0,0,1148.01,0.444444,71.86,1,0,0,0,0,1,0,0,0
32,0,0,1,0,0,0,1,0,0,0,0,0,1,1051.76,0.574074,82.71,1,0,0,0,0,1,0,0,0
35,1,0,0,0,0,1,0,0,0,1,0,0,0,812.66,0.775253,76.87,0,1,0,0,0,0,1,0,0
29,0,0,0,1,0,1,0,0,0,1,0,0,0,773.2,0.824074,72.77,1,0,0,0,1,0,0,0,0
27,0,0,0,0,1,0,1,0,0,0,0,1,0,443.67,0.438552,88.39,1,0,0,0,0,0,1,0,0
35,0,0,0,0,1,0,0,1,0,0,1,0,0,1072.42,0.0395623,55.35,0,0,0,1,0,0,0,1,0
14,0,0,0,1,0,0,1,0,0,0,0,0,1,946.62,0.53367,79.8,0,1,0,0,1,0,0,0,0
10,0,1,0,0,0,0,1,0,0,0,1,0,0,643.16,0.372896,79.21,0,1,0,0,1,0,0,0,0
35,0,0,0,0,1,0,1,0,0,1,0,0,0,491.1,0.48064,66.92,1,0,0,0,0,0,0,1,0
11,0,1,0,0,0,0,0,1,0,1,0,0,0,994.29,0.271044,63.42,0,1,0,0,0,0,1,0,0
21,1,0,0,0,0,0,1,0,1,0,0,0,0,978.72,0.311448,50.18,0,0,0,1,0,0,1,0,0
15,1,0,0,0,0,0,1,0,0,1,0,0,0,832.43,0.758418,50.15,0,1,0,0,0,0,0,0,1
31,0,1,0,0,0,1,0,0,0,0,0,1,0,554.74,0.151515,80.96,0,0,0,1,1,0,0,0,0
23,0,0,0,1,0,0,1,0,0,0,1,0,0,971.05,0.583333,87.09,0,1,0,0,0,1,0,0,0
13,0,0,0,1,0,0,1,0,1,0,0,0,0,598.66,0.0488215,51.33,1,0,0,0,0,0,0,1,0
10,1,0,0,0,0,0,0,1,0,0,1,0,0,877.03,0.326599,73.93,0,1,0,0,0,1,0,0,0
30,0,0,0,0,1,0,1,0,0,1,0,0,0,525.62,0.54798,78.26,0,0,1,0,0,0,0,1,0
27,1,0,0,0,0,0,0,1,0,0,1,0,0,725.5,0.287879,79.31,1,0,0,0,0,1,0,0,0
10,0,1,0,0,0,0,1,0,0,0,0,1,0,879.38,0.801347,72.95,0,0,0,1,0,0,0,0,1
32,0,0,0,0,1,0,1,0,0,1,0,0,0,562.64,0.422559,59.25,0,0,1,0,0,1,0,0,0
35,0,0,1,0,0,0,0,1,0,0,0,1,0,1088.47,0.138047,80.42,0,1,0,0,0,1,0,0,0
29,1,0,0,0,0,1,0,0,0,0,0,0,1,1064.4,0.771044,73.51,0,1,0,0,0,0,0,0,1
13,0,0,0,1,0,0,1,0,0,1,0,0,0,843.54,0.236532,53,0,0,0,1,0,1,0,0,0
23,1,0,0,0,0,0,1,0,1,0,0,0,0,501.28,0.117003,65.52,0,1,0,0,0,0,0,1,0
20,1,0,0,0,0,1,0,0,0,0,0,1,0,1154.27,0.236532,65.93,0,0,0,1,0,1,0,0,0
27,0,1,0,0,0,0,0,1,0,0,0,1,0,1092.01,1,87.12,0,0,0,1,0,0,0,1,0
30,1,0,0,0,0,0,1,0,0,0,0,0,1,1008.45,0.781145,83.69,0,1,0,0,0,0,0,0,1
30,0,0,0,1,0,1,0,0,0,1,0,0,0,776.2,0.866162,71.92,1,0,0,0,1,0,0,0,0
17,0,0,0,1,0,0,0,1,0,0,0,1,0,769.69,0.809764,74.68,0,1,0,0,0,1,0,0,0
